SEN No.,Batch id,Batch No,Class Commencement Date,Assessment Date,Excel,Excel %Score,Assessment Date,Power BI,Power BI %Score,Assessment Date,SQL,SQL %Score,Assessment Date,Statistics,Statistics %Score,Assessment Date,Python,Python %Score,Assessment Date,Machine Learning,Machine Learning %Score,Assessment Date,AWS,AWS %Score,Assessment Date,Deep Learning,Deep Learning %Score,Assessment Date,NLP,NLP %Score,Total Marks,Pass Rate,Total Avg %,Pass/Fail
GL1120221651,GL-B65,65,08/10/2022,08/11/2022,6,10.00,08/12/2022,38,63.33,08/01/2023,57,95.00,08/02/2023,15,25.00,08/03/2023,34,56.67,08/04/2023,5,8.33,08/05/2023,10,16.67,08/06/2023,43,71.67,08/07/2023,29,48.33,60,40,43.89,Fail
GL1120221652,GL-B65,65,08/10/2022,08/11/2022,15,25.00,08/12/2022,34,56.67,08/01/2023,50,83.33,08/02/2023,47,78.33,08/03/2023,59,98.33,08/04/2023,11,18.33,08/05/2023,46,76.67,08/06/2023,16,26.67,08/07/2023,53,88.33,60,40,61.30,Pass
GL1020221302,GL-B65,65,08/10/2022,08/11/2022,58,96.67,08/12/2022,23,38.33,08/01/2023,47,78.33,08/02/2023,19,31.67,08/03/2023,9,15.00,08/04/2023,22,36.67,08/05/2023,1,1.67,08/06/2023,8,13.33,08/07/2023,29,48.33,60,40,40.00,Fail
GL1120221653,GL-B65,65,08/10/2022,08/11/2022,34,56.67,08/12/2022,3,5.00,08/01/2023,12,20.00,08/02/2023,54,90.00,08/03/2023,20,33.33,08/04/2023,37,61.67,08/05/2023,31,51.67,08/06/2023,28,46.67,08/07/2023,12,20.00,60,40,42.78,Fail
GL062022743,GL-B65,65,08/10/2022,08/11/2022,34,56.67,08/12/2022,50,83.33,08/01/2023,45,75.00,08/02/2023,31,51.67,08/03/2023,14,23.33,08/04/2023,20,33.33,08/05/2023,12,20.00,08/06/2023,2,3.33,08/07/2023,18,30.00,60,40,41.85,Fail
GL1020221418,GL-B65,65,08/10/2022,08/11/2022,54,90.00,08/12/2022,43,71.67,08/01/2023,14,23.33,08/02/2023,2,3.33,08/03/2023,19,31.67,08/04/2023,46,76.67,08/05/2023,17,28.33,08/06/2023,44,73.33,08/07/2023,38,63.33,60,40,51.30,Pass
GL0920221217,GL-B65,65,08/10/2022,08/11/2022,15,25.00,08/12/2022,23,38.33,08/01/2023,37,61.67,08/02/2023,15,25.00,08/03/2023,35,58.33,08/04/2023,29,48.33,08/05/2023,23,38.33,08/06/2023,20,33.33,08/07/2023,14,23.33,60,40,39.07,Fail
GL1120221650,GL-B65,65,08/10/2022,08/11/2022,53,88.33,08/12/2022,8,13.33,08/01/2023,28,46.67,08/02/2023,59,98.33,08/03/2023,5,8.33,08/04/2023,16,26.67,08/05/2023,17,28.33,08/06/2023,8,13.33,08/07/2023,53,88.33,60,40,45.74,Fail
GL1120221657,GL-B65,65,08/10/2022,08/11/2022,29,48.33,08/12/2022,49,81.67,08/01/2023,30,50.00,08/02/2023,17,28.33,08/03/2023,41,68.33,08/04/2023,16,26.67,08/05/2023,38,63.33,08/06/2023,31,51.67,08/07/2023,59,98.33,60,40,57.41,Pass
GL1120221601,GL-B65,65,08/10/2022,08/11/2022,9,15.00,08/12/2022,40,66.67,08/01/2023,49,81.67,08/02/2023,53,88.33,08/03/2023,33,55.00,08/04/2023,7,11.67,08/05/2023,45,75.00,08/06/2023,28,46.67,08/07/2023,12,20.00,60,40,51.11,Pass
GL1120221661,GL-B65,65,08/10/2022,08/11/2022,8,13.33,08/12/2022,15,25.00,08/01/2023,36,60.00,08/02/2023,30,50.00,08/03/2023,22,36.67,08/04/2023,2,3.33,08/05/2023,14,23.33,08/06/2023,2,3.33,08/07/2023,14,23.33,60,40,26.48,Fail
GL1120221621,GL-B65,65,08/10/2022,08/11/2022,50,83.33,08/12/2022,38,63.33,08/01/2023,8,13.33,08/02/2023,6,10.00,08/03/2023,4,6.67,08/04/2023,40,66.67,08/05/2023,11,18.33,08/06/2023,32,53.33,08/07/2023,9,15.00,60,40,36.67,Fail
GL1120221595,GL-B65,65,08/10/2022,08/11/2022,35,58.33,08/12/2022,45,75.00,08/01/2023,44,73.33,08/02/2023,45,75.00,08/03/2023,18,30.00,08/04/2023,45,75.00,08/05/2023,31,51.67,08/06/2023,58,96.67,08/07/2023,22,36.67,60,40,63.52,Pass
GL052022575,GL-B65,65,08/10/2022,08/11/2022,42,70.00,08/12/2022,31,51.67,08/01/2023,54,90.00,08/02/2023,41,68.33,08/03/2023,8,13.33,08/04/2023,23,38.33,08/05/2023,14,23.33,08/06/2023,3,5.00,08/07/2023,46,76.67,60,40,48.52,Fail
GL0920221300,GL-B65,65,08/10/2022,08/11/2022,52,86.67,08/12/2022,36,60.00,08/01/2023,39,65.00,08/02/2023,4,6.67,08/03/2023,22,36.67,08/04/2023,27,45.00,08/05/2023,26,43.33,08/06/2023,6,10.00,08/07/2023,47,78.33,60,40,47.96,Fail
GL1120221550,GL-B65,65,08/10/2022,08/11/2022,36,60.00,08/12/2022,17,28.33,08/01/2023,43,71.67,08/02/2023,3,5.00,08/03/2023,55,91.67,08/04/2023,47,78.33,08/05/2023,2,3.33,08/06/2023,30,50.00,08/07/2023,29,48.33,60,40,48.52,Fail
GL1120221551,GL-B65,65,08/10/2022,08/11/2022,20,33.33,08/12/2022,10,16.67,08/01/2023,23,38.33,08/02/2023,1,1.67,08/03/2023,14,23.33,08/04/2023,58,96.67,08/05/2023,46,76.67,08/06/2023,25,41.67,08/07/2023,44,73.33,60,40,44.63,Fail
GL0920221231,GL-B65,65,08/10/2022,08/11/2022,9,15.00,08/12/2022,49,81.67,08/01/2023,23,38.33,08/02/2023,48,80.00,08/03/2023,40,66.67,08/04/2023,28,46.67,08/05/2023,18,30.00,08/06/2023,8,13.33,08/07/2023,43,71.67,60,40,49.26,Fail
GL1120221640,GL-B65,65,08/10/2022,08/11/2022,16,26.67,08/12/2022,52,86.67,08/01/2023,55,91.67,08/02/2023,10,16.67,08/03/2023,10,16.67,08/04/2023,6,10.00,08/05/2023,2,3.33,08/06/2023,10,16.67,08/07/2023,25,41.67,60,40,34.44,Fail
GL1020221315,GL-B65,65,08/10/2022,08/11/2022,47,78.33,08/12/2022,54,90.00,08/01/2023,35,58.33,08/02/2023,60,100.00,08/03/2023,56,93.33,08/04/2023,46,76.67,08/05/2023,2,3.33,08/06/2023,58,96.67,08/07/2023,37,61.67,60,40,73.15,Pass
GL072022868,GL-B65,65,08/10/2022,08/11/2022,45,75.00,08/12/2022,46,76.67,08/01/2023,38,63.33,08/02/2023,11,18.33,08/03/2023,2,3.33,08/04/2023,17,28.33,08/05/2023,9,15.00,08/06/2023,45,75.00,08/07/2023,34,56.67,60,40,45.74,Fail
GL1020221492,GL-B66,66,01/09/2022,01/10/2022,55,91.67,01/11/2022,41,68.33,01/12/2022,60,100.00,01/01/2023,9,15.00,01/02/2023,35,58.33,01/03/2023,57,95.00,01/04/2023,26,43.33,01/05/2023,50,83.33,01/06/2023,11,18.33,60,40,63.70,Pass
GL1120221616,GL-B66,66,01/09/2022,01/10/2022,51,85.00,01/11/2022,24,40.00,01/12/2022,31,51.67,01/01/2023,29,48.33,01/02/2023,46,76.67,01/03/2023,35,58.33,01/04/2023,2,3.33,01/05/2023,16,26.67,01/06/2023,19,31.67,60,40,46.85,Fail
GL1120221619,GL-B66,66,01/09/2022,01/10/2022,52,86.67,01/11/2022,44,73.33,01/12/2022,4,6.67,01/01/2023,39,65.00,01/02/2023,52,86.67,01/03/2023,34,56.67,01/04/2023,6,10.00,01/05/2023,8,13.33,01/06/2023,9,15.00,60,40,45.93,Fail
GL1120221623,GL-B66,66,01/09/2022,01/10/2022,13,21.67,01/11/2022,46,76.67,01/12/2022,13,21.67,01/01/2023,35,58.33,01/02/2023,19,31.67,01/03/2023,42,70.00,01/04/2023,58,96.67,01/05/2023,22,36.67,01/06/2023,2,3.33,60,40,46.30,Fail
GL1120221627,GL-B66,66,01/09/2022,01/10/2022,32,53.33,01/11/2022,44,73.33,01/12/2022,25,41.67,01/01/2023,47,78.33,01/02/2023,51,85.00,01/03/2023,27,45.00,01/04/2023,3,5.00,01/05/2023,17,28.33,01/06/2023,38,63.33,60,40,52.59,Pass
GL1120221628,GL-B66,66,01/09/2022,01/10/2022,35,58.33,01/11/2022,3,5.00,01/12/2022,28,46.67,01/01/2023,6,10.00,01/02/2023,11,18.33,01/03/2023,53,88.33,01/04/2023,32,53.33,01/05/2023,17,28.33,01/06/2023,45,75.00,60,40,42.59,Fail
GL1120221629,GL-B66,66,01/09/2022,01/10/2022,47,78.33,01/11/2022,11,18.33,01/12/2022,30,50.00,01/01/2023,41,68.33,01/02/2023,46,76.67,01/03/2023,54,90.00,01/04/2023,37,61.67,01/05/2023,39,65.00,01/06/2023,22,36.67,60,40,60.56,Pass
GL1120221633,GL-B66,66,01/09/2022,01/10/2022,19,31.67,01/11/2022,42,70.00,01/12/2022,53,88.33,01/01/2023,57,95.00,01/02/2023,22,36.67,01/03/2023,16,26.67,01/04/2023,7,11.67,01/05/2023,8,13.33,01/06/2023,39,65.00,60,40,48.70,Fail
GL1120221636,GL-B66,66,01/09/2022,01/10/2022,14,23.33,01/11/2022,9,15.00,01/12/2022,34,56.67,01/01/2023,34,56.67,01/02/2023,32,53.33,01/03/2023,40,66.67,01/04/2023,4,6.67,01/05/2023,41,68.33,01/06/2023,18,30.00,60,40,41.85,Fail
GL1120221634,GL-B66,66,01/09/2022,01/10/2022,35,58.33,01/11/2022,1,1.67,01/12/2022,47,78.33,01/01/2023,52,86.67,01/02/2023,40,66.67,01/03/2023,1,1.67,01/04/2023,29,48.33,01/05/2023,25,41.67,01/06/2023,4,6.67,60,40,43.33,Fail
GL1120221635,GL-B66,66,01/09/2022,01/10/2022,57,95.00,01/11/2022,15,25.00,01/12/2022,43,71.67,01/01/2023,16,26.67,01/02/2023,18,30.00,01/03/2023,13,21.67,01/04/2023,50,83.33,01/05/2023,56,93.33,01/06/2023,11,18.33,60,40,51.67,Pass
GL1120221644,GL-B66,66,01/09/2022,01/10/2022,11,18.33,01/11/2022,34,56.67,01/12/2022,52,86.67,01/01/2023,13,21.67,01/02/2023,47,78.33,01/03/2023,34,56.67,01/04/2023,18,30.00,01/05/2023,43,71.67,01/06/2023,42,70.00,60,40,54.44,Pass
GL1120221648,GL-B66,66,01/09/2022,01/10/2022,26,43.33,01/11/2022,30,50.00,01/12/2022,42,70.00,01/01/2023,60,100.00,01/02/2023,26,43.33,01/03/2023,36,60.00,01/04/2023,3,5.00,01/05/2023,21,35.00,01/06/2023,52,86.67,60,40,54.81,Pass
GL1120221659,GL-B66,66,01/09/2022,01/10/2022,51,85.00,01/11/2022,48,80.00,01/12/2022,26,43.33,01/01/2023,47,78.33,01/02/2023,56,93.33,01/03/2023,3,5.00,01/04/2023,25,41.67,01/05/2023,4,6.67,01/06/2023,24,40.00,60,40,52.59,Pass
GL042022450,GL-B66,66,01/09/2022,01/10/2022,57,95.00,01/11/2022,3,5.00,01/12/2022,7,11.67,01/01/2023,60,100.00,01/02/2023,5,8.33,01/03/2023,10,16.67,01/04/2023,45,75.00,01/05/2023,35,58.33,01/06/2023,48,80.00,60,40,50.00,Pass
GL062022780,GL-B66,66,01/09/2022,01/10/2022,48,80.00,01/11/2022,50,83.33,01/12/2022,20,33.33,01/01/2023,31,51.67,01/02/2023,5,8.33,01/03/2023,57,95.00,01/04/2023,4,6.67,01/05/2023,34,56.67,01/06/2023,8,13.33,60,40,47.59,Fail
GL1120221662,GL-B66,66,01/09/2022,01/10/2022,37,61.67,01/11/2022,42,70.00,01/12/2022,56,93.33,01/01/2023,15,25.00,01/02/2023,11,18.33,01/03/2023,48,80.00,01/04/2023,23,38.33,01/05/2023,38,63.33,01/06/2023,4,6.67,60,40,50.74,Pass
GL052022595,GL-B66,66,01/09/2022,01/10/2022,33,55.00,01/11/2022,11,18.33,01/12/2022,25,41.67,01/01/2023,50,83.33,01/02/2023,34,56.67,01/03/2023,7,11.67,01/04/2023,45,75.00,01/05/2023,5,8.33,01/06/2023,6,10.00,60,40,40.00,Fail
GL042022546,GL-B66,66,01/09/2022,01/10/2022,14,23.33,01/11/2022,55,91.67,01/12/2022,20,33.33,01/01/2023,12,20.00,01/02/2023,11,18.33,01/03/2023,15,25.00,01/04/2023,10,16.67,01/05/2023,1,1.67,01/06/2023,51,85.00,60,40,35.00,Fail
GL072022839,GL-B66,66,01/09/2022,01/10/2022,5,8.33,01/11/2022,38,63.33,01/12/2022,3,5.00,01/01/2023,48,80.00,01/02/2023,15,25.00,01/03/2023,52,86.67,01/04/2023,30,50.00,01/05/2023,48,80.00,01/06/2023,37,61.67,60,40,51.11,Pass
GL1120221655,GL-B66,66,01/09/2022,01/10/2022,53,88.33,01/11/2022,23,38.33,01/12/2022,36,60.00,01/01/2023,54,90.00,01/02/2023,51,85.00,01/03/2023,2,3.33,01/04/2023,41,68.33,01/05/2023,56,93.33,01/06/2023,44,73.33,60,40,66.67,Pass
GL1020221403,GL-B66,66,01/09/2022,01/10/2022,6,10.00,01/11/2022,40,66.67,01/12/2022,42,70.00,01/01/2023,49,81.67,01/02/2023,57,95.00,01/03/2023,46,76.67,01/04/2023,52,86.67,01/05/2023,44,73.33,01/06/2023,33,55.00,60,40,68.33,Pass
GL072022869,GL-B66,66,01/09/2022,01/10/2022,34,56.67,01/11/2022,11,18.33,01/12/2022,58,96.67,01/01/2023,28,46.67,01/02/2023,1,1.67,01/03/2023,14,23.33,01/04/2023,55,91.67,01/05/2023,8,13.33,01/06/2023,2,3.33,60,40,39.07,Fail
GL1120221663,GL-B67,67,03/08/2022,03/09/2022,45,75.00,03/10/2022,10,16.67,03/11/2022,56,93.33,03/12/2022,16,26.67,03/01/2023,51,85.00,03/02/2023,47,78.33,03/03/2023,21,35.00,03/04/2023,37,61.67,03/05/2023,55,91.67,60,40,62.59,Pass
GL1120221665,GL-B67,67,03/08/2022,03/09/2022,17,28.33,03/10/2022,58,96.67,03/11/2022,29,48.33,03/12/2022,30,50.00,03/01/2023,53,88.33,03/02/2023,25,41.67,03/03/2023,43,71.67,03/04/2023,29,48.33,03/05/2023,36,60.00,60,40,59.26,Pass
GL1220221667,GL-B67,67,03/08/2022,03/09/2022,13,21.67,03/10/2022,46,76.67,03/11/2022,34,56.67,03/12/2022,3,5.00,03/01/2023,44,73.33,03/02/2023,3,5.00,03/03/2023,43,71.67,03/04/2023,41,68.33,03/05/2023,10,16.67,60,40,43.89,Fail
GL1220221668,GL-B67,67,03/08/2022,03/09/2022,54,90.00,03/10/2022,5,8.33,03/11/2022,15,25.00,03/12/2022,31,51.67,03/01/2023,31,51.67,03/02/2023,14,23.33,03/03/2023,59,98.33,03/04/2023,6,10.00,03/05/2023,10,16.67,60,40,41.67,Fail
GL1220221670,GL-B67,67,03/08/2022,03/09/2022,24,40.00,03/10/2022,37,61.67,03/11/2022,48,80.00,03/12/2022,14,23.33,03/01/2023,55,91.67,03/02/2023,44,73.33,03/03/2023,40,66.67,03/04/2023,26,43.33,03/05/2023,34,56.67,60,40,59.63,Pass
GL1220221678,GL-B67,67,03/08/2022,03/09/2022,58,96.67,03/10/2022,2,3.33,03/11/2022,39,65.00,03/12/2022,58,96.67,03/01/2023,48,80.00,03/02/2023,34,56.67,03/03/2023,32,53.33,03/04/2023,39,65.00,03/05/2023,7,11.67,60,40,58.70,Pass
GL1220221677,GL-B67,67,03/08/2022,03/09/2022,11,18.33,03/10/2022,20,33.33,03/11/2022,29,48.33,03/12/2022,45,75.00,03/01/2023,35,58.33,03/02/2023,54,90.00,03/03/2023,41,68.33,03/04/2023,49,81.67,03/05/2023,5,8.33,60,40,53.52,Pass
GL1220221669,GL-B67,67,03/08/2022,03/09/2022,5,8.33,03/10/2022,17,28.33,03/11/2022,28,46.67,03/12/2022,34,56.67,03/01/2023,55,91.67,03/02/2023,53,88.33,03/03/2023,24,40.00,03/04/2023,13,21.67,03/05/2023,39,65.00,60,40,49.63,Fail
GL1220221680,GL-B67,67,03/08/2022,03/09/2022,18,30.00,03/10/2022,14,23.33,03/11/2022,1,1.67,03/12/2022,26,43.33,03/01/2023,42,70.00,03/02/2023,24,40.00,03/03/2023,26,43.33,03/04/2023,50,83.33,03/05/2023,36,60.00,60,40,43.89,Fail
GL1220221681,GL-B67,67,03/08/2022,03/09/2022,15,25.00,03/10/2022,11,18.33,03/11/2022,37,61.67,03/12/2022,7,11.67,03/01/2023,54,90.00,03/02/2023,28,46.67,03/03/2023,15,25.00,03/04/2023,36,60.00,03/05/2023,11,18.33,60,40,39.63,Fail
GL1220221688,GL-B67,67,03/08/2022,03/09/2022,21,35.00,03/10/2022,36,60.00,03/11/2022,53,88.33,03/12/2022,41,68.33,03/01/2023,10,16.67,03/02/2023,59,98.33,03/03/2023,32,53.33,03/04/2023,23,38.33,03/05/2023,45,75.00,60,40,59.26,Pass
GL1220221687,GL-B67,67,03/08/2022,03/09/2022,5,8.33,03/10/2022,8,13.33,03/11/2022,32,53.33,03/12/2022,9,15.00,03/01/2023,15,25.00,03/02/2023,56,93.33,03/03/2023,57,95.00,03/04/2023,14,23.33,03/05/2023,36,60.00,60,40,42.96,Fail
GL1220221686,GL-B67,67,03/08/2022,03/09/2022,30,50.00,03/10/2022,58,96.67,03/11/2022,2,3.33,03/12/2022,49,81.67,03/01/2023,9,15.00,03/02/2023,27,45.00,03/03/2023,56,93.33,03/04/2023,3,5.00,03/05/2023,32,53.33,60,40,49.26,Fail
GL1220221698,GL-B67,67,03/08/2022,03/09/2022,51,85.00,03/10/2022,52,86.67,03/11/2022,28,46.67,03/12/2022,32,53.33,03/01/2023,5,8.33,03/02/2023,41,68.33,03/03/2023,13,21.67,03/04/2023,39,65.00,03/05/2023,33,55.00,60,40,54.44,Pass
GL1220221699,GL-B67,67,03/08/2022,03/09/2022,7,11.67,03/10/2022,37,61.67,03/11/2022,47,78.33,03/12/2022,56,93.33,03/01/2023,52,86.67,03/02/2023,48,80.00,03/03/2023,60,100.00,03/04/2023,56,93.33,03/05/2023,42,70.00,60,40,75.00,Pass
GL1220221696,GL-B67,67,03/08/2022,03/09/2022,5,8.33,03/10/2022,55,91.67,03/11/2022,10,16.67,03/12/2022,47,78.33,03/01/2023,25,41.67,03/02/2023,6,10.00,03/03/2023,2,3.33,03/04/2023,12,20.00,03/05/2023,53,88.33,60,40,39.81,Fail
GL1220221697,GL-B67,67,03/08/2022,03/09/2022,10,16.67,03/10/2022,39,65.00,03/11/2022,7,11.67,03/12/2022,60,100.00,03/01/2023,40,66.67,03/02/2023,23,38.33,03/03/2023,25,41.67,03/04/2023,16,26.67,03/05/2023,36,60.00,60,40,47.41,Fail
GL1220221700,GL-B67,67,03/08/2022,03/09/2022,40,66.67,03/10/2022,45,75.00,03/11/2022,43,71.67,03/12/2022,34,56.67,03/01/2023,58,96.67,03/02/2023,31,51.67,03/03/2023,5,8.33,03/04/2023,16,26.67,03/05/2023,56,93.33,60,40,60.74,Pass
GL1220221701,GL-B67,67,03/08/2022,03/09/2022,36,60.00,03/10/2022,22,36.67,03/11/2022,28,46.67,03/12/2022,11,18.33,03/01/2023,7,11.67,03/02/2023,56,93.33,03/03/2023,35,58.33,03/04/2023,60,100.00,03/05/2023,23,38.33,60,40,51.48,Pass
GL102021161,GL-B67,67,03/08/2022,03/09/2022,5,8.33,03/10/2022,22,36.67,03/11/2022,27,45.00,03/12/2022,14,23.33,03/01/2023,58,96.67,03/02/2023,15,25.00,03/03/2023,36,60.00,03/04/2023,13,21.67,03/05/2023,50,83.33,60,40,44.44,Fail
GL1220221703,GL-B67,67,03/08/2022,03/09/2022,7,11.67,03/10/2022,13,21.67,03/11/2022,14,23.33,03/12/2022,44,73.33,03/01/2023,3,5.00,03/02/2023,32,53.33,03/03/2023,13,21.67,03/04/2023,11,18.33,03/05/2023,43,71.67,60,40,33.33,Fail
GL1220221706,GL-B67,67,03/08/2022,03/09/2022,16,26.67,03/10/2022,12,20.00,03/11/2022,7,11.67,03/12/2022,1,1.67,03/01/2023,37,61.67,03/02/2023,16,26.67,03/03/2023,52,86.67,03/04/2023,43,71.67,03/05/2023,14,23.33,60,40,36.67,Fail
GL1220221707,GL-B67,67,03/08/2022,03/09/2022,31,51.67,03/10/2022,20,33.33,03/11/2022,3,5.00,03/12/2022,16,26.67,03/01/2023,45,75.00,03/02/2023,27,45.00,03/03/2023,45,75.00,03/04/2023,53,88.33,03/05/2023,20,33.33,60,40,48.15,Fail
GL1220221710,GL-B67,67,03/08/2022,03/09/2022,33,55.00,03/10/2022,42,70.00,03/11/2022,27,45.00,03/12/2022,29,48.33,03/01/2023,4,6.67,03/02/2023,47,78.33,03/03/2023,10,16.67,03/04/2023,5,8.33,03/05/2023,57,95.00,60,40,47.04,Fail
GL1220221711,GL-B67,67,03/08/2022,03/09/2022,34,56.67,03/10/2022,42,70.00,03/11/2022,44,73.33,03/12/2022,36,60.00,03/01/2023,10,16.67,03/02/2023,47,78.33,03/03/2023,5,8.33,03/04/2023,5,8.33,03/05/2023,15,25.00,60,40,44.07,Fail
GL1220221712,GL-B67,67,03/08/2022,03/09/2022,51,85.00,03/10/2022,10,16.67,03/11/2022,32,53.33,03/12/2022,39,65.00,03/01/2023,1,1.67,03/02/2023,20,33.33,03/03/2023,13,21.67,03/04/2023,45,75.00,03/05/2023,14,23.33,60,40,41.67,Fail
GL1220221719,GL-B67,67,03/08/2022,03/09/2022,57,95.00,03/10/2022,16,26.67,03/11/2022,17,28.33,03/12/2022,49,81.67,03/01/2023,11,18.33,03/02/2023,39,65.00,03/03/2023,17,28.33,03/04/2023,41,68.33,03/05/2023,54,90.00,60,40,55.74,Pass
GL1220221721,GL-B67,67,03/08/2022,03/09/2022,48,80.00,03/10/2022,14,23.33,03/11/2022,8,13.33,03/12/2022,60,100.00,03/01/2023,22,36.67,03/02/2023,10,16.67,03/03/2023,31,51.67,03/04/2023,11,18.33,03/05/2023,46,76.67,60,40,46.30,Fail
GL1220221723,GL-B67,67,03/08/2022,03/09/2022,24,40.00,03/10/2022,53,88.33,03/11/2022,18,30.00,03/12/2022,33,55.00,03/01/2023,6,10.00,03/02/2023,36,60.00,03/03/2023,23,38.33,03/04/2023,27,45.00,03/05/2023,24,40.00,60,40,45.19,Fail
GL1220221724,GL-B67,67,03/08/2022,03/09/2022,38,63.33,03/10/2022,29,48.33,03/11/2022,15,25.00,03/12/2022,18,30.00,03/01/2023,40,66.67,03/02/2023,30,50.00,03/03/2023,36,60.00,03/04/2023,48,80.00,03/05/2023,39,65.00,60,40,54.26,Pass
GL1220221726,GL-B67,67,03/08/2022,03/09/2022,39,65.00,03/10/2022,21,35.00,03/11/2022,11,18.33,03/12/2022,32,53.33,03/01/2023,1,1.67,03/02/2023,4,6.67,03/03/2023,17,28.33,03/04/2023,25,41.67,03/05/2023,52,86.67,60,40,37.41,Fail
GL1220221728,GL-B67,67,03/08/2022,03/09/2022,59,98.33,03/10/2022,11,18.33,03/11/2022,32,53.33,03/12/2022,31,51.67,03/01/2023,42,70.00,03/02/2023,6,10.00,03/03/2023,16,26.67,03/04/2023,4,6.67,03/05/2023,36,60.00,60,40,43.89,Fail
GL1120221575,GL-B67,67,03/08/2022,03/09/2022,14,23.33,03/10/2022,5,8.33,03/11/2022,48,80.00,03/12/2022,54,90.00,03/01/2023,20,33.33,03/02/2023,56,93.33,03/03/2023,18,30.00,03/04/2023,52,86.67,03/05/2023,50,83.33,60,40,58.70,Pass
GL1220221731,GL-B67,67,03/08/2022,03/09/2022,47,78.33,03/10/2022,12,20.00,03/11/2022,22,36.67,03/12/2022,48,80.00,03/01/2023,29,48.33,03/02/2023,21,35.00,03/03/2023,39,65.00,03/04/2023,60,100.00,03/05/2023,46,76.67,60,40,60.00,Pass
GL1120221661,GL-B67,67,03/08/2022,03/09/2022,48,80.00,03/10/2022,41,68.33,03/11/2022,13,21.67,03/12/2022,20,33.33,03/01/2023,41,68.33,03/02/2023,59,98.33,03/03/2023,37,61.67,03/04/2023,45,75.00,03/05/2023,55,91.67,60,40,66.48,Pass
GL012022269,GL-B67,67,03/08/2022,03/09/2022,26,43.33,03/10/2022,47,78.33,03/11/2022,9,15.00,03/12/2022,10,16.67,03/01/2023,37,61.67,03/02/2023,46,76.67,03/03/2023,50,83.33,03/04/2023,12,20.00,03/05/2023,55,91.67,60,40,54.07,Pass
GL0920221236,GL-B67,67,03/08/2022,03/09/2022,11,18.33,03/10/2022,41,68.33,03/11/2022,42,70.00,03/12/2022,58,96.67,03/01/2023,38,63.33,03/02/2023,1,1.67,03/03/2023,7,11.67,03/04/2023,27,45.00,03/05/2023,17,28.33,60,40,44.81,Fail
GL042022468,GL-B67,67,03/08/2022,03/09/2022,23,38.33,03/10/2022,31,51.67,03/11/2022,46,76.67,03/12/2022,4,6.67,03/01/2023,24,40.00,03/02/2023,30,50.00,03/03/2023,57,95.00,03/04/2023,55,91.67,03/05/2023,42,70.00,60,40,57.78,Pass
GL1120221664,GL-B68,68,28/02/2022,28/03/2022,21,35.00,28/04/2022,10,16.67,28/05/2022,2,3.33,28/06/2022,36,60.00,28/07/2022,18,30.00,28/08/2022,58,96.67,28/09/2022,49,81.67,28/10/2022,18,30.00,28/11/2022,3,5.00,60,40,39.81,Fail
GL1120221666,GL-B68,68,28/02/2022,28/03/2022,38,63.33,28/04/2022,37,61.67,28/05/2022,25,41.67,28/06/2022,11,18.33,28/07/2022,13,21.67,28/08/2022,45,75.00,28/09/2022,43,71.67,28/10/2022,58,96.67,28/11/2022,42,70.00,60,40,57.78,Pass
GL1120221556,GL-B68,68,28/02/2022,28/03/2022,42,70.00,28/04/2022,18,30.00,28/05/2022,20,33.33,28/06/2022,39,65.00,28/07/2022,1,1.67,28/08/2022,58,96.67,28/09/2022,47,78.33,28/10/2022,44,73.33,28/11/2022,23,38.33,60,40,54.07,Pass
GL1120221531,GL-B68,68,28/02/2022,28/03/2022,46,76.67,28/04/2022,24,40.00,28/05/2022,13,21.67,28/06/2022,22,36.67,28/07/2022,27,45.00,28/08/2022,53,88.33,28/09/2022,1,1.67,28/10/2022,46,76.67,28/11/2022,11,18.33,60,40,45.00,Fail
GL1120221594,GL-B68,68,28/02/2022,28/03/2022,26,43.33,28/04/2022,38,63.33,28/05/2022,35,58.33,28/06/2022,55,91.67,28/07/2022,34,56.67,28/08/2022,10,16.67,28/09/2022,33,55.00,28/10/2022,1,1.67,28/11/2022,23,38.33,60,40,47.22,Fail
GL1220221671,GL-B68,68,28/02/2022,28/03/2022,52,86.67,28/04/2022,59,98.33,28/05/2022,16,26.67,28/06/2022,25,41.67,28/07/2022,38,63.33,28/08/2022,4,6.67,28/09/2022,27,45.00,28/10/2022,23,38.33,28/11/2022,30,50.00,60,40,50.74,Pass
GL1120221658,GL-B68,68,28/02/2022,28/03/2022,21,35.00,28/04/2022,10,16.67,28/05/2022,3,5.00,28/06/2022,58,96.67,28/07/2022,42,70.00,28/08/2022,15,25.00,28/09/2022,12,20.00,28/10/2022,33,55.00,28/11/2022,34,56.67,60,40,42.22,Fail
GL1220221672,GL-B68,68,28/02/2022,28/03/2022,58,96.67,28/04/2022,17,28.33,28/05/2022,46,76.67,28/06/2022,1,1.67,28/07/2022,35,58.33,28/08/2022,41,68.33,28/09/2022,17,28.33,28/10/2022,27,45.00,28/11/2022,23,38.33,60,40,49.07,Fail
GL1220221674,GL-B68,68,28/02/2022,28/03/2022,18,30.00,28/04/2022,49,81.67,28/05/2022,3,5.00,28/06/2022,45,75.00,28/07/2022,41,68.33,28/08/2022,22,36.67,28/09/2022,23,38.33,28/10/2022,46,76.67,28/11/2022,8,13.33,60,40,47.22,Fail
